"","Neighborhood","TotalPop","Date","Total.Positives","Total.Tests","PosRate","pctwithcovid"
"278","N12 CHINATOWN",20482,"7/28/2020",440,712,0.617977528089888,0.0214822771213749
"279","N12 CHINATOWN",20482,"7/29/2020",442,721,0.613037447988904,0.0215799238355629
"280","N12 CHINATOWN",20482,"7/30/2020",443,722,0.613573407202216,0.021628747192657
"281","N13 COLUMBIA HEIGHTS",26361,"5/19/2020",454,316,1.43670886075949,0.0172224118963621
"282","N13 COLUMBIA HEIGHTS",26361,"5/20/2020",478,316,1.5126582278481,0.0181328477675354
"283","N13 COLUMBIA HEIGHTS",26361,"5/21/2020",491,410,1.19756097560976,0.0186260005310876
"284","N13 COLUMBIA HEIGHTS",26361,"5/25/2020",525,541,0.970425138632163,0.0199157846819165
"285","N13 COLUMBIA HEIGHTS",26361,"5/26/2020",532,560,0.95,0.0201813284776754
"286","N13 COLUMBIA HEIGHTS",26361,"5/27/2020",532,560,0.95,0.0201813284776754
"287","N13 COLUMBIA HEIGHTS",26361,"5/28/2020",547,594,0.920875420875421,0.0207503508971587
"288","N13 COLUMBIA HEIGHTS",26361,"5/29/2020",548,642,0.853582554517134,0.0207882857251242
"289","N13 COLUMBIA HEIGHTS",26361,"5/30/2020",555,653,0.849923430321593,0.0210538295208831
"290","N13 COLUMBIA HEIGHTS",26361,"5/31/2020",556,662,0.83987915407855,0.0210917643488487
"291","N13 COLUMBIA HEIGHTS",26361,"6/1/2020",560,676,0.828402366863905,0.0212435036607109
"292","N13 COLUMBIA HEIGHTS",26361,"6/2/2020",577,841,0.686087990487515,0.0218883957361253
"293","N13 COLUMBIA HEIGHTS",26361,"6/3/2020",582,1290,0.451162790697674,0.0220780698759531
"294","N13 COLUMBIA HEIGHTS",26361,"6/4/2020",593,939,0.631522896698615,0.0224953529835742
"295","N13 COLUMBIA HEIGHTS",26361,"6/5/2020",597,992,0.601814516129032,0.0226470922954364
"296","N13 COLUMBIA HEIGHTS",26361,"6/6/2020",602,1011,0.595450049455984,0.0228367664352642
"297","N13 COLUMBIA HEIGHTS",26361,"6/7/2020",609,1037,0.587270973963356,0.0231023102310231
"298","N13 COLUMBIA HEIGHTS",26361,"6/8/2020",609,1067,0.570759137769447,0.0231023102310231
"299","N13 COLUMBIA HEIGHTS",26361,"6/9/2020",617,1067,0.57825679475164,0.0234057888547475
"300","N13 COLUMBIA HEIGHTS",26361,"6/10/2020",617,1067,0.57825679475164,0.0234057888547475
"301","N13 COLUMBIA HEIGHTS",26361,"6/11/2020",631,1185,0.532489451476793,0.0239368764462653
"302","N13 COLUMBIA HEIGHTS",26361,"6/12/2020",640,1197,0.534670008354219,0.0242782898979553
"303","N13 COLUMBIA HEIGHTS",26361,"6/13/2020",642,1228,0.522801302931596,0.0243541595538864
"304","N13 COLUMBIA HEIGHTS",26361,"6/14/2020",645,1238,0.521001615508885,0.0244679640377831
"305","N13 COLUMBIA HEIGHTS",26361,"6/15/2020",648,1256,0.515923566878981,0.0245817685216798
"306","N13 COLUMBIA HEIGHTS",26361,"6/16/2020",648,1343,0.482501861504095,0.0245817685216798
"307","N13 COLUMBIA HEIGHTS",26361,"6/17/2020",650,1365,0.476190476190476,0.0246576381776109
"308","N13 COLUMBIA HEIGHTS",26361,"6/18/2020",652,1383,0.471438900939986,0.024733507833542
"309","N13 COLUMBIA HEIGHTS",26361,"6/19/2020",655,1439,0.455177206393329,0.0248473123174386
"310","N13 COLUMBIA HEIGHTS",26361,"6/20/2020",663,1482,0.447368421052632,0.0251507909411631
"311","N13 COLUMBIA HEIGHTS",26361,"6/21/2020",666,1505,0.442524916943522,0.0252645954250597
"312","N13 COLUMBIA HEIGHTS",26361,"6/22/2020",671,1520,0.441447368421053,0.0254542695648875
"313","N13 COLUMBIA HEIGHTS",26361,"6/23/2020",673,1530,0.439869281045752,0.0255301392208186
"314","N13 COLUMBIA HEIGHTS",26361,"6/24/2020",673,1542,0.436446173800259,0.0255301392208186
"315","N13 COLUMBIA HEIGHTS",26361,"6/25/2020",677,1548,0.43733850129199,0.0256818785326809
"316","N13 COLUMBIA HEIGHTS",26361,"6/26/2020",678,1553,0.436574372182872,0.0257198133606464
"317","N13 COLUMBIA HEIGHTS",26361,"6/27/2020",678,1626,0.416974169741697,0.0257198133606464
"318","N13 COLUMBIA HEIGHTS",26361,"6/28/2020",682,1642,0.415347137637028,0.0258715526725086
"319","N13 COLUMBIA HEIGHTS",26361,"6/29/2020",685,1661,0.412402167369055,0.0259853571564053
"320","N13 COLUMBIA HEIGHTS",26361,"6/30/2020",686,1669,0.411024565608149,0.0260232919843708
"321","N13 COLUMBIA HEIGHTS",26361,"7/1/2020",686,1672,0.410287081339713,0.0260232919843708
"322","N13 COLUMBIA HEIGHTS",26361,"7/2/2020",691,1678,0.411799761620977,0.0262129661241986
"323","N13 COLUMBIA HEIGHTS",26361,"7/3/2020",692,1685,0.410682492581602,0.0262509009521642
"324","N13 COLUMBIA HEIGHTS",26361,"7/4/2020",694,1691,0.410408042578356,0.0263267706080953
"325","N13 COLUMBIA HEIGHTS",26361,"7/5/2020",697,1694,0.411452184179457,0.026440575091992
"326","N13 COLUMBIA HEIGHTS",26361,"7/6/2020",699,1703,0.410452143276571,0.0265164447479231
"327","N13 COLUMBIA HEIGHTS",26361,"7/7/2020",700,1712,0.408878504672897,0.0265543795758886
"328","N13 COLUMBIA HEIGHTS",26361,"7/8/2020",701,1765,0.397167138810198,0.0265923144038542
"329","N13 COLUMBIA HEIGHTS",26361,"7/9/2020",701,1773,0.395375070501974,0.0265923144038542
"330","N13 COLUMBIA HEIGHTS",26361,"7/10/2020",706,1776,0.397522522522523,0.026781988543682
"331","N13 COLUMBIA HEIGHTS",26361,"7/11/2020",706,1780,0.396629213483146,0.026781988543682
"332","N13 COLUMBIA HEIGHTS",26361,"7/12/2020",710,1783,0.39820527201346,0.0269337278555442
"333","N13 COLUMBIA HEIGHTS",26361,"7/13/2020",712,1791,0.397543271915131,0.0270095975114753
"334","N13 COLUMBIA HEIGHTS",26361,"7/14/2020",716,1797,0.398441847523651,0.0271613368233375
"335","N13 COLUMBIA HEIGHTS",26361,"7/15/2020",717,1802,0.397891231964484,0.0271992716513031
"336","N13 COLUMBIA HEIGHTS",26361,"7/16/2020",719,1875,0.383466666666667,0.0272751413072342
"337","N13 COLUMBIA HEIGHTS",26361,"7/17/2020",721,1881,0.383306751727804,0.0273510109631653
"338","N13 COLUMBIA HEIGHTS",26361,"7/18/2020",722,1885,0.383023872679045,0.0273889457911308
"339","N13 COLUMBIA HEIGHTS",26361,"7/19/2020",728,1889,0.385389094759132,0.0276165547589242
"340","N13 COLUMBIA HEIGHTS",26361,"7/20/2020",729,1894,0.384899683210137,0.0276544895868897
"341","N13 COLUMBIA HEIGHTS",26361,"7/21/2020",730,1897,0.384818133895625,0.0276924244148553
"342","N13 COLUMBIA HEIGHTS",26361,"7/22/2020",735,1899,0.387045813586098,0.0278820985546831
"343","N13 COLUMBIA HEIGHTS",26361,"7/23/2020",739,1901,0.388742766964755,0.0280338378665453
"344","N13 COLUMBIA HEIGHTS",26361,"7/24/2020",741,1903,0.389385181292696,0.0281097075224764
"345","N13 COLUMBIA HEIGHTS",26361,"7/25/2020",747,1983,0.376701966717095,0.0283373164902697
"346","N13 COLUMBIA HEIGHTS",26361,"7/26/2020",750,1986,0.377643504531722,0.0284511209741664
"347","N13 COLUMBIA HEIGHTS",26361,"7/27/2020",754,1987,0.379466532460996,0.0286028602860286
"348","N13 COLUMBIA HEIGHTS",26361,"7/28/2020",756,1989,0.380090497737557,0.0286787299419597
"349","N13 COLUMBIA HEIGHTS",26361,"7/29/2020",759,1992,0.381024096385542,0.0287925344258564
"350","N13 COLUMBIA HEIGHTS",26361,"7/30/2020",761,1995,0.381453634085213,0.0288684040817875
"351","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/19/2020",179,2034,0.0880039331366765,0.0179412649092914
"352","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/20/2020",180,2034,0.0884955752212389,0.0180414954395109
"353","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/21/2020",181,2072,0.0873552123552124,0.0181417259697304
"354","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/25/2020",193,2164,0.0891866913123845,0.0193444923323644
"355","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/26/2020",193,2178,0.088613406795225,0.0193444923323644
"356","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/27/2020",193,2178,0.088613406795225,0.0193444923323644
"357","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/28/2020",195,2190,0.089041095890411,0.0195449533928034
"358","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/29/2020",202,2213,0.0912788070492544,0.02024656710434
"359","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/30/2020",217,35,6.2,0.0217500250576326
"360","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"5/31/2020",217,45,4.82222222222222,0.0217500250576326
"361","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/1/2020",217,54,4.01851851851852,0.0217500250576326
"362","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/2/2020",219,63,3.47619047619048,0.0219504861180716
"363","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/3/2020",223,714,0.312324929971989,0.0223514082389496
"364","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/4/2020",225,107,2.10280373831776,0.0225518692993886
"365","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/5/2020",225,131,1.7175572519084,0.0225518692993886
"366","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/6/2020",227,143,1.58741258741259,0.0227523303598276
"367","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/7/2020",228,155,1.47096774193548,0.0228525608900471
"368","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/8/2020",228,160,1.425,0.0228525608900471
"369","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/9/2020",232,160,1.45,0.0232534830109251
"370","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/10/2020",232,160,1.45,0.0232534830109251
"371","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/11/2020",236,248,0.951612903225806,0.0236544051318031
"372","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/12/2020",236,231,1.02164502164502,0.0236544051318031
"373","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/13/2020",245,268,0.914179104477612,0.0245564799037787
"374","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/14/2020",247,291,0.848797250859107,0.0247569409642177
"375","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/15/2020",247,307,0.804560260586319,0.0247569409642177
"376","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/16/2020",247,325,0.76,0.0247569409642177
"377","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/17/2020",251,372,0.674731182795699,0.0251578630850957
"378","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/18/2020",253,379,0.66754617414248,0.0253583241455347
"379","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/19/2020",253,397,0.63727959697733,0.0253583241455347
"380","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/20/2020",255,404,0.631188118811881,0.0255587852059737
"381","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/21/2020",255,412,0.618932038834951,0.0255587852059737
"382","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/22/2020",255,428,0.595794392523365,0.0255587852059737
"383","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/23/2020",255,436,0.584862385321101,0.0255587852059737
"384","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/24/2020",255,452,0.564159292035398,0.0255587852059737
"385","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/25/2020",255,471,0.54140127388535,0.0255587852059737
"386","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/26/2020",255,476,0.535714285714286,0.0255587852059737
"387","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/27/2020",255,517,0.493230174081238,0.0255587852059737
"388","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/28/2020",256,530,0.483018867924528,0.0256590157361932
"389","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/29/2020",256,538,0.475836431226766,0.0256590157361932
"390","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"6/30/2020",257,559,0.459749552772809,0.0257592462664127
"391","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/1/2020",260,571,0.455341506129597,0.0260599378570713
"392","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/2/2020",261,591,0.441624365482233,0.0261601683872908
"393","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/3/2020",261,606,0.430693069306931,0.0261601683872908
"394","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/4/2020",261,617,0.423014586709887,0.0261601683872908
"395","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/5/2020",261,621,0.420289855072464,0.0261601683872908
"396","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/6/2020",261,628,0.415605095541401,0.0261601683872908
"397","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/7/2020",266,654,0.406727828746177,0.0266613210383883
"398","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/8/2020",267,664,0.40210843373494,0.0267615515686078
"399","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/9/2020",270,784,0.344387755102041,0.0270622431592663
"400","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/10/2020",273,796,0.342964824120603,0.0273629347499248
"401","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/11/2020",276,841,0.328180737217598,0.0276636263405833
"402","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/12/2020",278,875,0.317714285714286,0.0278640874010223
"403","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/13/2020",280,957,0.292580982236155,0.0280645484614614
"404","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/14/2020",282,978,0.288343558282209,0.0282650095219004
"405","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/15/2020",282,988,0.285425101214575,0.0282650095219004
"406","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/16/2020",282,1016,0.27755905511811,0.0282650095219004
"407","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/17/2020",285,1026,0.277777777777778,0.0285657011125589
"408","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/18/2020",285,1046,0.272466539196941,0.0285657011125589
"409","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/19/2020",287,1132,0.253533568904594,0.0287661621729979
"410","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/20/2020",293,1233,0.237631792376318,0.0293675453543149
"411","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/21/2020",297,1273,0.233307148468185,0.0297684674751929
"412","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/22/2020",296,1333,0.22205551387847,0.0296682369449734
"413","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/23/2020",300,1346,0.222882615156018,0.0300691590658515
"414","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/24/2020",305,1360,0.224264705882353,0.030570311716949
"415","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/25/2020",310,1399,0.221586847748392,0.0310714643680465
"416","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/26/2020",312,1435,0.217421602787456,0.0312719254284855
"417","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/27/2020",313,1467,0.213360599863667,0.031372155958705
"418","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/28/2020",315,1473,0.213849287169043,0.031572617019144
"419","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/29/2020",316,1511,0.209133024487095,0.0316728475493635
"420","N14 CONGRESS HEIGHTS/SHIPLEY",9977,"7/30/2020",318,1518,0.209486166007905,0.0318733086098025
"421","N15 DC MEDICAL CENTER",1670,"5/19/2020",18,2141,0.00840728631480617,0.0107784431137725
"422","N15 DC MEDICAL CENTER",1670,"5/20/2020",19,2141,0.00887435777673984,0.011377245508982
"423","N15 DC MEDICAL CENTER",1670,"5/21/2020",19,2152,0.00882899628252788,0.011377245508982
"424","N15 DC MEDICAL CENTER",1670,"5/25/2020",21,2246,0.00934995547640249,0.0125748502994012
"425","N15 DC MEDICAL CENTER",1670,"5/26/2020",21,699,0.0300429184549356,0.0125748502994012
"426","N15 DC MEDICAL CENTER",1670,"5/27/2020",21,699,0.0300429184549356,0.0125748502994012
"427","N15 DC MEDICAL CENTER",1670,"5/28/2020",21,705,0.0297872340425532,0.0125748502994012
"428","N15 DC MEDICAL CENTER",1670,"5/29/2020",20,706,0.028328611898017,0.0119760479041916
"429","N15 DC MEDICAL CENTER",1670,"5/30/2020",20,706,0.028328611898017,0.0119760479041916
"430","N15 DC MEDICAL CENTER",1670,"5/31/2020",20,708,0.0282485875706215,0.0119760479041916
"431","N15 DC MEDICAL CENTER",1670,"6/1/2020",20,708,0.0282485875706215,0.0119760479041916
"432","N15 DC MEDICAL CENTER",1670,"6/2/2020",21,715,0.0293706293706294,0.0125748502994012
"433","N15 DC MEDICAL CENTER",1670,"6/3/2020",21,716,0.0293296089385475,0.0125748502994012
"434","N15 DC MEDICAL CENTER",1670,"6/4/2020",21,717,0.0292887029288703,0.0125748502994012
"435","N15 DC MEDICAL CENTER",1670,"6/5/2020",21,720,0.0291666666666667,0.0125748502994012
"436","N15 DC MEDICAL CENTER",1670,"6/6/2020",21,724,0.0290055248618785,0.0125748502994012
"437","N15 DC MEDICAL CENTER",1670,"6/7/2020",21,726,0.0289256198347107,0.0125748502994012
"438","N15 DC MEDICAL CENTER",1670,"6/8/2020",21,728,0.0288461538461538,0.0125748502994012
"439","N15 DC MEDICAL CENTER",1670,"6/9/2020",21,728,0.0288461538461538,0.0125748502994012
"440","N15 DC MEDICAL CENTER",1670,"6/10/2020",21,728,0.0288461538461538,0.0125748502994012
"441","N15 DC MEDICAL CENTER",1670,"6/11/2020",21,733,0.0286493860845839,0.0125748502994012
"442","N15 DC MEDICAL CENTER",1670,"6/12/2020",21,730,0.0287671232876712,0.0125748502994012
"443","N15 DC MEDICAL CENTER",1670,"6/13/2020",21,734,0.0286103542234332,0.0125748502994012
"444","N15 DC MEDICAL CENTER",1670,"6/14/2020",21,735,0.0285714285714286,0.0125748502994012
"445","N15 DC MEDICAL CENTER",1670,"6/15/2020",21,737,0.028493894165536,0.0125748502994012
"446","N15 DC MEDICAL CENTER",1670,"6/16/2020",21,739,0.0284167794316644,0.0125748502994012
"447","N15 DC MEDICAL CENTER",1670,"6/17/2020",22,741,0.0296896086369771,0.0131736526946108
"448","N15 DC MEDICAL CENTER",1670,"6/18/2020",22,742,0.0296495956873315,0.0131736526946108
"449","N15 DC MEDICAL CENTER",1670,"6/19/2020",22,743,0.0296096904441454,0.0131736526946108
"450","N15 DC MEDICAL CENTER",1670,"6/20/2020",22,746,0.0294906166219839,0.0131736526946108
"451","N15 DC MEDICAL CENTER",1670,"6/21/2020",22,747,0.0294511378848728,0.0131736526946108
"452","N15 DC MEDICAL CENTER",1670,"6/22/2020",22,750,0.0293333333333333,0.0131736526946108
"453","N15 DC MEDICAL CENTER",1670,"6/23/2020",22,750,0.0293333333333333,0.0131736526946108
"454","N15 DC MEDICAL CENTER",1670,"6/24/2020",22,751,0.0292942743009321,0.0131736526946108
"455","N15 DC MEDICAL CENTER",1670,"6/25/2020",22,751,0.0292942743009321,0.0131736526946108
"456","N15 DC MEDICAL CENTER",1670,"6/26/2020",22,754,0.0291777188328912,0.0131736526946108
"457","N15 DC MEDICAL CENTER",1670,"6/27/2020",22,758,0.029023746701847,0.0131736526946108
"458","N15 DC MEDICAL CENTER",1670,"6/28/2020",22,759,0.0289855072463768,0.0131736526946108
"459","N15 DC MEDICAL CENTER",1670,"6/29/2020",22,759,0.0289855072463768,0.0131736526946108
"460","N15 DC MEDICAL CENTER",1670,"6/30/2020",22,760,0.0289473684210526,0.0131736526946108
"461","N15 DC MEDICAL CENTER",1670,"7/1/2020",22,763,0.0288335517693316,0.0131736526946108
"462","N15 DC MEDICAL CENTER",1670,"7/2/2020",22,764,0.0287958115183246,0.0131736526946108
"463","N15 DC MEDICAL CENTER",1670,"7/3/2020",22,765,0.0287581699346405,0.0131736526946108
"464","N15 DC MEDICAL CENTER",1670,"7/4/2020",22,765,0.0287581699346405,0.0131736526946108
"465","N15 DC MEDICAL CENTER",1670,"7/5/2020",22,767,0.0286831812255541,0.0131736526946108
"466","N15 DC MEDICAL CENTER",1670,"7/6/2020",22,769,0.0286085825747724,0.0131736526946108
"467","N15 DC MEDICAL CENTER",1670,"7/7/2020",22,769,0.0286085825747724,0.0131736526946108
"468","N15 DC MEDICAL CENTER",1670,"7/8/2020",22,769,0.0286085825747724,0.0131736526946108
"469","N15 DC MEDICAL CENTER",1670,"7/9/2020",22,774,0.0284237726098191,0.0131736526946108
"470","N15 DC MEDICAL CENTER",1670,"7/10/2020",22,776,0.0283505154639175,0.0131736526946108
"471","N15 DC MEDICAL CENTER",1670,"7/11/2020",22,777,0.0283140283140283,0.0131736526946108
"472","N15 DC MEDICAL CENTER",1670,"7/12/2020",22,778,0.0282776349614396,0.0131736526946108
"473","N15 DC MEDICAL CENTER",1670,"7/13/2020",22,1281,0.0171740827478532,0.0131736526946108
"474","N15 DC MEDICAL CENTER",1670,"7/14/2020",22,1283,0.0171473109898675,0.0131736526946108
"475","N15 DC MEDICAL CENTER",1670,"7/15/2020",22,1283,0.0171473109898675,0.0131736526946108
"476","N15 DC MEDICAL CENTER",1670,"7/16/2020",24,1284,0.0186915887850467,0.0143712574850299
"477","N15 DC MEDICAL CENTER",1670,"7/17/2020",24,1287,0.0186480186480186,0.0143712574850299
"478","N15 DC MEDICAL CENTER",1670,"7/18/2020",24,1289,0.0186190845616757,0.0143712574850299
"479","N15 DC MEDICAL CENTER",1670,"7/19/2020",24,1292,0.0185758513931889,0.0143712574850299
"480","N15 DC MEDICAL CENTER",1670,"7/20/2020",24,1294,0.0185471406491499,0.0143712574850299
"481","N15 DC MEDICAL CENTER",1670,"7/21/2020",24,1295,0.0185328185328185,0.0143712574850299
"482","N15 DC MEDICAL CENTER",1670,"7/22/2020",24,1297,0.0185042405551272,0.0143712574850299
"483","N15 DC MEDICAL CENTER",1670,"7/23/2020",24,1298,0.0184899845916795,0.0143712574850299
"484","N15 DC MEDICAL CENTER",1670,"7/24/2020",25,1301,0.0192159877017679,0.0149700598802395
"485","N15 DC MEDICAL CENTER",1670,"7/25/2020",25,1302,0.0192012288786482,0.0149700598802395
"486","N15 DC MEDICAL CENTER",1670,"7/26/2020",25,1306,0.0191424196018377,0.0149700598802395
"487","N15 DC MEDICAL CENTER",1670,"7/27/2020",26,1308,0.0198776758409786,0.0155688622754491
"488","N15 DC MEDICAL CENTER",1670,"7/28/2020",27,1310,0.0206106870229008,0.0161676646706587
"489","N15 DC MEDICAL CENTER",1670,"7/29/2020",27,1312,0.0205792682926829,0.0161676646706587
"490","N15 DC MEDICAL CENTER",1670,"7/30/2020",27,1314,0.0205479452054795,0.0161676646706587
"491","N16 DOUGLASS",11129,"5/19/2020",127,1843,0.0689093868692349,0.0114116272800791
"492","N16 DOUGLASS",11129,"5/20/2020",129,1843,0.069994574064026,0.0115913379459071
"493","N16 DOUGLASS",11129,"5/21/2020",130,1864,0.0697424892703863,0.0116811932788211
"494","N16 DOUGLASS",11129,"5/25/2020",134,1946,0.0688591983556012,0.0120406146104771
"495","N16 DOUGLASS",11129,"5/26/2020",136,1956,0.0695296523517382,0.0122203252763051
"496","N16 DOUGLASS",11129,"5/27/2020",136,1956,0.0695296523517382,0.0122203252763051
